eps11,eps22,eps33,eps12,eps13,eps23,sig11,sig22,sig33,sig12,sig13,sig23,loading_cases
1.1861356,-0.24103929,-0.24050264,1.65E-12,-1.74E-11,-1.15E-08,1118.3997,191.4432,191.64662,-2.23E-09,1.96E-08,3.59E-08,1
1.2048323,-0.24279457,-0.24223666,-1.71E-12,8.01E-12,-7.4E-10,1138.1104,195.1917,195.39278,2.43E-09,-9.2E-09,3.86E-09,1
-3.41E-05,7.59E-05,-3.41E-05,4.31E-20,4.2E-19,2.98E-13,-0.01914561,0.005611775,0.004451755,-1.75E-13,1.44E-12,1.14E-11,2
-6.82E-05,0.000151807,-6.82E-05,3.37E-20,-1.7E-20,-4.77E-12,-0.038296785,0.011217941,0.008898057,-6.24E-14,-2.33E-14,-1.17E-11,2
-0.000119364,0.000265712,-0.000119351,-3.29E-19,2.12E-20,5.23E-11,-0.06703435,0.01961727,0.015555919,4.8E-13,3.31E-14,-2.26E-10,2
-0.000196104,0.000436648,-0.000196058,2.2E-20,1.49E-18,-2.47E-10,-0.11016507,0.03219452,0.025520697,6.83E-14,9.18E-13,-3.49E-11,2
-0.000311208,0.000693268,-0.000311101,-1.84E-18,3.56E-18,-1.81E-10,-0.17490947,0.051008772,0.04041119,1.01E-12,1.32E-12,-7.51E-10,2
-0.000483888,0.001078611,-0.000483616,1.15E-17,1.03E-17,-2.34E-10,-0.2721493,0.07911542,0.062627554,-4.18E-12,2.25E-12,6.23E-10,2
-0.000742889,0.0016576,-0.000742205,-2.5E-17,2.2E-17,7.14E-10,-0.4182752,0.12101269,0.09567812,6.23E-12,3.33E-12,4.87E-10,2
-0.001131383,0.002528071,-0.001129819,-1.96E-17,6.25E-17,1.76E-10,-0.63807005,0.18328758,0.14464568,2.67E-12,6.4E-12,1.03E-09,2
-0.001714083,0.003838584,-0.001710657,-2.09E-16,-6.49E-16,-1.6E-11,-0.9691061,0.27538726,0.21670532,2.22E-11,-4.31E-11,-3.7E-10,2
-0.00258826,0.005815325,-0.002580236,-1.33E-15,-1.35E-15,-1.61E-09,-1.4687299,0.4106021,0.32169384,8.72E-11,-6.33E-11,-2.01E-09,2
-0.003899217,0.008805411,-0.003880979,5.06E-15,-4.13E-16,1.94E-09,-2.2249787,0.6068021,0.47222954,-2.36E-10,-8.67E-12,-2.54E-10,2
-0.005866002,0.013346052,-0.005823561,1.82E-14,2.24E-14,6.56E-09,-3.3745577,0.886411,0.68227273,-5.69E-10,4.32E-10,6.86E-09,2
-0.008815933,0.020279018,-0.008716716,-2.94E-14,-4.41E-14,1.89E-09,-5.1334424,1.2726939,0.9621013,6.19E-10,-5.55E-10,-1.49E-09,2
-0.013241396,0.030966518,-0.013004642,-9.97E-14,-5.8E-15,2.4E-09,-7.581514,1.777952,1.3024793,1.34E-09,1.83E-10,1.46E-08,2
-0.019878754,0.047632772,-0.0192972,4.58E-17,1.86E-17,-1.29E-09,-11.289916,2.3713684,1.6346456,-3.28E-13,6.65E-14,1.13E-08,2
-0.029836057,0.074051656,-0.028330103,5.94E-17,-2.11E-15,-1.15E-08,-17.093744,2.8966184,1.7302061,-7.06E-13,-7.07E-12,2.63E-08,2
-0.03410576,0.0859079,-0.032015856,3.54E-16,5.3E-16,3.41E-10,-19.946774,2.9901676,1.6207573,-1.98E-12,1.43E-12,1.22E-08,2
-0.034262203,0.086424924,-0.032234903,-3.8E-13,7.38E-13,-1.65E-08,-19.948086,3.0111353,1.6381721,1.51E-09,2.04E-09,1.31E-08,2
-0.034292903,0.086526155,-0.032262374,-1.02E-14,-1.41E-14,8.86E-09,-19.95897,3.0210438,1.6463407,6.61E-11,-3.76E-11,1.95E-08,2
-0.03433753,0.08667911,-0.032300275,-3.37E-16,-1.29E-16,-2.36E-08,-19.975338,3.035739,1.6586716,1.58E-12,-3.7E-13,-1.67E-08,2
-0.03440456,0.0869058,-0.03235573,-2.45E-16,-7.38E-17,-8.44E-09,-19.999222,3.057776,1.677123,1.19E-12,-1.45E-13,-3.63E-08,2
-0.034506273,0.08724674,-0.03244176,-1.51E-16,-2.14E-16,1.66E-08,-20.036436,3.0908191,1.7049353,7.57E-13,-6.59E-13,-9.63E-10,2
-0.034656774,0.0877575,-0.032565635,5.13E-16,9.89E-16,5.55E-09,-20.091158,3.1402256,1.7463822,-2.38E-12,2.94E-12,1.43E-08,2
-0.03488371,0.08852675,-0.032756723,-1.46E-15,4.06E-15,-1.83E-09,-20.17393,3.2140985,1.8083185,7.34E-12,1.1E-11,3.29E-08,2
-0.035223495,0.089680195,-0.033041567,8.28E-15,7.23E-15,-1E-08,-20.298008,3.324582,1.9006524,-3.78E-11,2.1E-11,-1.58E-08,2
-0.03573447,0.09141561,-0.033465922,9.67E-15,4.81E-15,1.4E-08,-20.486803,3.4885783,2.0378864,-4.18E-11,1.08E-11,1.77E-08,2
-0.036500063,0.094029106,-0.03409721,1.89E-14,4.78E-15,1.79E-08,-20.77236,3.7325184,2.2404213,-8.83E-11,1.43E-11,-9.07E-08,2
-0.037647188,0.09797567,-0.035033453,3.73E-14,-1.37E-14,8.51E-09,-21.207443,4.091958,2.53742,-1.63E-10,-3.34E-11,5.48E-08,2
-0.03937044,0.10394132,-0.036420517,-1.27E-13,-2.01E-13,1.53E-08,-21.910412,4.6176977,2.9672809,5.36E-10,-4.66E-10,-1.04E-08,2
-0.041952685,0.112985075,-0.03844439,1.34E-12,8.2E-13,1.05E-08,-23.249584,5.375079,3.5761178,-5.53E-09,2.1E-09,3.33E-08,2
-0.04582639,0.126794,-0.0413579,3.82E-12,-1.13E-12,1.1E-08,-25.334867,6.442636,4.409978,-1.41E-08,-2.45E-09,5.92E-08,2
-0.051639415,0.14801054,-0.045418113,1.06E-15,1.51E-15,1.96E-08,-29.1446,7.8913145,5.4769287,-3.68E-12,2.82E-12,-1.31E-07,2
-0.060354717,0.18093745,-0.05075032,-9.26E-15,-4.22E-16,-8.85E-09,-36.382156,9.726085,6.646931,2.58E-11,2.32E-13,3.27E-08,2
-0.06409559,0.19540782,-0.05273551,2.77E-17,-4.51E-15,-2.6E-09,-40.13871,10.392755,6.9635215,4.88E-13,-6.92E-12,9.54E-08,2
-0.06478275,0.19832434,-0.053736724,2.99E-16,-1.9E-15,2.43E-08,-40.0656,10.512904,7.0581164,-1.07E-12,-2.85E-12,-7.59E-08,2
-0.064808525,0.19844991,-0.053751446,1.92E-16,-3.97E-16,-2.62E-08,-40.082855,10.52638,7.0688834,-5.04E-13,-4.55E-13,-1.61E-08,2
-0.064848855,0.1986318,-0.05377139,-1.53E-15,7.18E-15,-1.6E-08,-40.110077,10.546426,7.0850525,4.23E-12,1.11E-11,-5.89E-08,2
-0.064906366,0.19890721,-0.053800765,-1.06E-15,2.12E-15,1.05E-09,-40.14955,10.576731,7.1092205,3.24E-12,3.1E-12,8.6E-08,2
-0.06499573,0.19931926,-0.053840313,-4.85E-16,-2.11E-15,3.37E-09,-40.210148,10.621852,7.1457887,1.09E-12,-3.51E-12,-4.12E-09,2
-0.06513097,0.1999346,-0.053907648,2.03E-15,-3.7E-15,-2.2E-08,-40.300602,10.689811,7.2004848,-6.05E-12,-6.45E-12,-4.66E-08,2
-0.06533302,0.20087425,-0.0540009,-3.65E-15,6.95E-15,1.08E-08,-40.43545,10.7914,7.2818184,9.65E-12,1.11E-11,7.25E-08,2
-0.065634035,0.20225036,-0.054146603,-5.59E-15,-8.45E-15,-3.03E-08,-40.63955,10.94276,7.4031386,1.11E-11,-1.38E-11,-2.58E-08,2
-0.066088356,0.20433004,-0.054355707,-4.42E-15,-1.29E-14,-4.56E-08,-40.94731,11.169909,7.5834002,9.5E-12,-1.84E-11,1.32E-07,2
-0.066772275,0.20746125,-0.054668352,-1.48E-14,1.46E-14,-3.22E-08,-41.41064,11.506968,7.8507214,4.29E-11,1.44E-11,-3.49E-08,2
-0.06778844,0.21224563,-0.055121627,6.16E-14,6.16E-14,-5E-09,-42.12578,12.00872,8.242468,-1.49E-10,8.56E-11,-1.35E-07,2
-0.0693194,0.2193443,-0.05576544,2.44E-13,4.57E-13,-7.39E-10,-43.480156,12.745356,8.810519,-6.96E-10,6.73E-10,-1.61E-07,2
-0.07161777,0.23011895,-0.05666404,-1.51E-12,-8.62E-13,-2E-08,-45.547817,13.823731,9.61838,4.03E-09,-1.42E-09,-3.7E-08,2
-0.075061075,0.24633452,-0.057862233,-1.73E-16,6.84E-15,-1.27E-08,-48.741165,15.378212,10.725677,5.58E-13,9.92E-12,-1.42E-07,2
-0.080230415,0.27081665,-0.059311308,-6.22E-15,2.83E-14,-2.38E-08,-54.29634,17.571127,12.123733,2.08E-11,3.85E-11,1.33E-07,2
-0.087975815,0.3077261,-0.06071283,4.26E-14,4.22E-13,-1.17E-08,-63.916473,20.548903,13.513487,-1.08E-10,5.24E-10,1.01E-07,2
-0.09130042,0.32295853,-0.06109078,1.23E-14,-7.08E-14,-3.24E-10,-68.72844,21.740337,13.552784,-1.39E-11,-1.53E-10,-6.31E-08,2
-0.092744365,0.32907286,-0.062747315,9.82E-15,-2.93E-14,4.71E-09,-68.50828,22.114754,13.730662,-2.2E-11,-3.75E-11,-3.74E-07,2
-0.092770144,0.32920963,-0.06275412,6.21E-14,-4.97E-14,-3.02E-08,-68.530846,22.1319,13.742847,-1.35E-10,-6.92E-11,-3.78E-07,2
-0.092804745,0.32940477,-0.06275563,-5.99E-16,8.25E-15,2E-08,-68.57019,22.157948,13.757197,1.22E-12,1.1E-11,3.8E-08,2
-0.092858925,0.32969323,-0.062759966,-4.69E-14,1.69E-13,-6.61E-09,-68.62659,22.196432,13.777526,1.38E-10,2.21E-10,1.24E-07,2
-0.09294199,0.33012614,-0.0627662,1.05E-15,2.52E-14,6.78E-09,-68.71387,22.252424,13.807169,-2E-12,3.46E-11,1.04E-07,2
-0.09306266,0.33077303,-0.062767535,2.35E-15,4.13E-15,9.17E-09,-68.843254,22.337704,13.85184,-5.73E-12,6.26E-12,-5.42E-07,2
-0.093244866,0.33175108,-0.062775664,4.78E-14,2.43E-14,-1.02E-08,-69.03981,22.464994,13.917823,-1.03E-10,3.59E-11,2.05E-07,2
-0.093519576,0.33321175,-0.06278298,-7.7E-14,2.21E-13,-1.65E-08,-69.33136,22.65696,14.015637,1.72E-10,2.98E-10,-5.65E-08,2
-0.0939228,0.33541185,-0.06279743,4.96E-14,4.33E-14,-1.23E-08,-69.77661,22.942497,14.1576605,-1.1E-10,3.91E-11,-1.42E-07,2
-0.09453727,0.33877355,-0.06281708,6.73E-13,-4.43E-13,1.4E-08,-70.44763,23.367815,14.363912,-1.44E-09,-6.36E-10,-5.31E-07,2
-0.095456086,0.34368938,-0.06284018,1.9E-15,1.24E-13,8.08E-09,-71.468056,24.003607,14.653429,-3.61E-11,1.92E-10,1.26E-07,2
-0.09683672,0.35103604,-0.06285335,-2.67E-12,1.98E-13,-1.17E-08,-73.08523,24.944736,15.042992,6.01E-09,1.19E-10,-3.24E-07,2
-0.09890236,0.36199504,-0.06285472,-2.44E-12,-9.3E-12,-6.15E-09,-75.69956,26.332766,15.517816,5.96E-09,-1.34E-08,2.68E-07,2
-0.10200409,0.37826678,-0.06280443,-3.44E-14,-2.93E-14,-4.38E-09,-79.788,28.35895,15.986509,1.25E-11,-4.04E-11,-5.02E-07,2
-0.10665661,0.40202874,-0.06264869,4.68E-15,9.22E-14,-1.6E-08,-86.39473,31.278019,16.116373,-9.31E-12,1.29E-10,-2.75E-07,2
-0.113637716,0.4364596,-0.062300194,-1.28E-13,-1.36E-12,-1.11E-08,-97.417816,35.383377,15.011592,2.05E-10,-1.81E-09,-1.25E-06,2
-0.11662766,0.44960853,-0.062447604,9.62E-13,1.93E-12,-1.25E-08,-102.78404,37.116207,13.48467,-2.02E-09,2.67E-09,5.84E-07,2
-0.118962936,0.4555343,-0.06363611,1.42E-13,1.27E-13,2.04E-09,-102.06252,38.054455,14.1291895,-2.39E-10,1.91E-10,1.35E-07,2
-0.11898736,0.45573187,-0.0636135,-1.03E-13,6.47E-13,-3.31E-09,-102.0671,38.067394,14.173054,2.15E-10,5.76E-10,-6.89E-08,2
-0.1190209,0.45591456,-0.06361134,-4.09E-15,-2.76E-14,8.23E-09,-102.11436,38.09946,14.168192,6.86E-12,1.22E-11,-1.49E-06,2
-0.11906836,0.4561877,-0.06360751,1.21E-12,-1.42E-12,-1.52E-08,-102.1765,38.145756,14.170343,-2.33E-09,-1.56E-09,-1.19E-06,2
-0.11914129,0.45660713,-0.063597865,-2.02E-15,1.25E-12,-9.11E-11,-102.27167,38.214855,14.172212,5.88E-12,8.99E-11,2.13E-07,2
-0.11925185,0.45720226,-0.06358509,-4.03E-14,1.9E-14,1.55E-08,-102.4149,38.317802,14.174533,7.37E-11,4.85E-11,8.17E-07,2
-0.119416036,0.4581098,-0.06356305,1.55E-14,-3.21E-13,6.76E-09,-102.62812,38.4723,14.1769085,-2.8E-11,-8.16E-11,2.25E-07,2
-0.1196673,0.45950648,-0.06353272,6.42E-14,1.48E-14,-9.64E-09,-102.95256,38.704094,14.1807995,-1.19E-10,-1.42E-10,3.77E-07,2
-0.120042324,0.46158078,-0.063490465,2.51E-14,-6.69E-14,-1.42E-08,-103.44144,39.050232,14.182266,-4.84E-11,-5.53E-11,3.83E-08,2
-0.12059496,0.4646633,-0.06341974,-8.26E-13,3.85E-13,1.19E-08,-104.178215,39.570755,14.177426,1.52E-09,5.61E-10,1.65E-07,2
-0.12143527,0.4693496,-0.06331727,-3.04E-13,1.33E-13,1.54E-08,-105.29514,40.341434,14.154529,5.79E-10,1.27E-10,4.57E-07,2
-0.12269091,0.47627595,-0.06316471,7.39E-13,3.43E-12,6.23E-09,-106.993805,41.487293,14.082565,-1.62E-09,4.83E-09,1.96E-06,2
-0.12457434,0.486652,-0.06293546,3.15E-12,-2.37E-12,2.72E-08,-109.55123,43.184917,13.898699,-5.31E-09,-3.89E-09,-9.58E-07,2
-0.12739818,0.5021055,-0.062580444,-1.49E-11,-7.02E-13,1.8E-08,-113.4421,45.675426,13.456713,2.8E-08,-1.13E-09,1.81E-06,2
-0.13163356,0.5250456,-0.062042374,1.1E-14,-2.65E-15,2.18E-08,-119.4474,49.289333,12.420281,-2.59E-11,-3.56E-13,-2.45E-06,2
-0.13798624,0.5590804,-0.061268017,3.97E-14,1.04E-14,-3.54E-08,-128.45596,54.426453,10.134431,-1.41E-10,2.02E-11,-1.46E-06,2
-0.1407128,0.57280105,-0.061250724,7.37E-13,-1.09E-13,8.39E-09,-132.43497,56.605927,8.586098,-1.05E-09,-1.32E-10,8.66E-07,2
-3.41E-05,-3.41E-05,7.59E-05,-4.19E-20,-1.72E-19,1.23E-11,-0.018889388,0.00469018,0.005885874,-2.18E-13,5.36E-13,-3.01E-12,3
-6.82E-05,-6.82E-05,0.000151774,1.33E-20,-2.02E-20,-2.74E-11,-0.037784103,0.009374952,0.011765635,6.49E-14,3.33E-14,-5.14E-11,3
-0.000119364,-0.00011924,0.000265608,-1.41E-19,-5.61E-19,-5.7E-12,-0.06613809,0.01639308,0.020575266,-1.91E-13,5.21E-13,-9.29E-11,3
-0.000196104,-0.000195763,0.000436371,7.1E-19,-3.93E-19,-5.03E-11,-0.108691365,0.02689635,0.033765066,7.26E-13,1.96E-13,2.36E-10,3
-0.000311208,-0.000310345,0.000692598,-1.96E-18,-2E-18,-2.83E-11,-0.1725691,0.042600926,0.05349308,-1.18E-12,6.04E-13,2.87E-10,3
-0.000483888,-0.000481777,0.001076947,-3.9E-18,1.02E-17,1.11E-11,-0.26851794,0.066038854,0.082965106,-1.67E-12,-2.16E-12,-4.54E-10,3
-0.000742889,-0.000737892,0.001653617,4.3E-17,-1.28E-18,7.07E-10,-0.41270134,0.10094733,0.12689598,1.06E-11,-3.57E-13,2.49E-10,3
-0.001131383,-0.001119894,0.00251907,4.12E-17,-1.16E-16,-8.34E-10,-0.62958187,0.15272598,0.19216919,6.78E-12,1.12E-11,-9.21E-10,3
-0.001714083,-0.001687989,0.003817648,2.23E-16,5.42E-16,1.1E-09,-0.95625126,0.22909568,0.28868756,2.46E-11,-3.26E-11,1.95E-09,3
-0.00258826,-0.00252879,0.005767758,2.61E-15,5.51E-16,3.77E-09,-1.449307,0.34072927,0.430331,1.92E-10,-1.88E-11,1.34E-09,3
-0.003899217,-0.003765245,0.008696456,-9.29E-16,9.66E-15,2.34E-09,-2.1957147,0.5016421,0.63579726,-4.89E-11,-2.71E-10,2.11E-09,3
-0.005866002,-0.00556499,0.013097925,-1.06E-14,2.69E-14,-3.43E-09,-3.3306553,0.7282302,0.92827404,-3.47E-10,-5.2E-10,-5.33E-09,3
-0.008815933,-0.008144778,0.019712543,-4.96E-14,-1.51E-13,4.35E-09,-5.0673037,1.0350456,1.3319418,-9.93E-10,1.92E-09,-1.53E-09,3
-0.013241396,-0.011757363,0.02967687,2.4E-14,-3.86E-13,4.66E-11,-7.4816484,1.4215147,1.8592081,3.7E-10,3.36E-09,5.99E-09,3
-0.019878754,-0.016636904,0.044693854,-3.27E-13,9.79E-13,9.09E-09,-11.13582,1.8362479,2.4771981,-2.99E-09,-5.39E-09,-3.55E-08,3
-0.029836057,-0.022861933,0.06738207,-4.52E-16,-1.09E-15,1.99E-09,-16.847744,2.0915086,3.0241187,-2.54E-12,3.98E-12,1.36E-08,3
-0.03410576,-0.025168676,0.07717743,6.61E-13,-7.45E-14,1.3E-10,-19.654139,2.067568,3.1222258,3.09E-09,3.02E-10,-1.36E-08,3
-0.034262408,-0.025397103,0.07772976,1.09E-14,5.33E-13,6.6E-09,-19.6547,2.0857122,3.143007,-2.1E-10,-1.82E-09,7.5E-09,3
-0.034292832,-0.025410814,0.07781105,3.28E-15,3.43E-14,3.23E-09,-19.66593,2.0946193,3.1529937,1.26E-11,-1.04E-10,-2.72E-08,3
-0.034337744,-0.025430325,0.077938184,6.76E-17,-2.6E-16,3.05E-08,-19.681446,2.1079187,3.1677127,3.5E-13,8.87E-13,-2.02E-08,3
-0.034404706,-0.025459573,0.07812833,-8.28E-17,1.04E-16,-2.96E-09,-19.704786,2.127854,3.1898568,-4.26E-13,-3.37E-13,-3.17E-08,3
-0.03450627,-0.025503779,0.078412086,-1.66E-16,-2.36E-16,-1.33E-08,-19.740324,2.1578324,3.2229965,-7.28E-13,8.14E-13,-3.03E-08,3
-0.03465643,-0.025570929,0.07883896,2.28E-16,-2.22E-15,2.46E-08,-19.793661,2.2025645,3.272764,1.12E-12,7.35E-12,1.41E-08,3
-0.03488349,-0.025667336,0.07947619,9.51E-16,1.44E-15,4.97E-08,-19.874004,2.269468,3.3469167,4.72E-12,-4.53E-12,8.23E-08,3
-0.035223756,-0.025813604,0.08045043,-1.4E-15,-1.84E-15,1.31E-08,-19.994106,2.3693693,3.457734,-7.14E-12,6.06E-12,2.84E-08,3
-0.035734255,-0.02602947,0.08189452,-1.44E-15,6.78E-16,-1.03E-08,-20.176035,2.5179126,3.6225195,-4.59E-12,-2.01E-12,5.02E-08,3
-0.036499955,-0.026346937,0.08406087,-2.87E-14,4.69E-15,-2.59E-09,-20.4521,2.7380667,3.8671246,-1.34E-10,-1.48E-11,2.03E-08,3
-0.037647035,-0.026810542,0.08731872,-3.52E-14,6.82E-15,9.84E-09,-20.872938,3.0621667,4.2276616,-1.7E-10,-2.21E-11,-5.39E-08,3
-0.039370507,-0.0274709,0.09221456,6.16E-14,-1.26E-13,-1.57E-08,-21.550924,3.5346103,4.7544146,2.13E-10,3.66E-10,-3.8E-08,3
-0.041953053,-0.028389452,0.099583074,6.63E-13,-4.21E-14,1.25E-08,-22.854403,4.212034,5.512894,2.58E-09,3.95E-10,2.07E-08,3
-0.04582645,-0.029624917,0.110663444,-8.13E-13,1.33E-12,-4.75E-08,-24.880503,5.15925,6.579583,-2.99E-09,-3.41E-09,3.4E-09,3
-0.05163946,-0.03117509,0.12738675,1.67E-12,1.95E-12,-2.84E-08,-28.583998,6.425182,8.023311,5.7E-09,-4.96E-09,2.58E-08,3
-0.060355097,-0.032894015,0.15273395,1.43E-15,-4.81E-16,3.92E-08,-35.618633,7.9787426,9.8418,4.11E-12,9.26E-13,-2.14E-08,3
-0.06409477,-0.03343336,0.16369161,1.15E-12,9.68E-13,5.86E-08,-39.263756,8.51896,10.497118,3.43E-09,-2.26E-09,-8.22E-08,3
-0.064782836,-0.03422715,0.16638204,-2.73E-12,6.9E-13,-4.42E-08,-39.184216,8.626163,10.613149,-8.12E-09,-1.65E-09,1.83E-07,3
-0.064808734,-0.034227338,0.16648157,6.93E-14,-9.39E-14,-1.96E-08,-39.2013,8.638456,10.626491,2.1E-10,1.99E-10,7.76E-08,3
-0.06484838,-0.034227945,0.16661999,5.66E-16,3E-17,-2.04E-08,-39.226562,8.657465,10.646691,1.92E-12,-1.38E-13,-9.11E-09,3
-0.06490626,-0.034227494,0.16683497,1.74E-16,2.33E-16,-2.3E-09,-39.264732,8.68596,10.6762905,3.24E-13,-4.84E-13,1.36E-07,3
-0.064995624,-0.03423011,0.16715896,-5.65E-16,-5.97E-16,2.04E-08,-39.32236,8.727404,10.721466,-1.61E-12,1.35E-12,2.11E-08,3
-0.065130495,-0.03423268,0.16764377,-6.42E-16,3E-16,9.74E-09,-39.407578,8.790383,10.7891035,-1.9E-12,-5.49E-13,-4.15E-08,3
-0.06533374,-0.03423211,0.16836517,4.87E-16,-2.04E-15,3.67E-08,-39.536987,8.884668,10.890172,1.87E-12,4.67E-12,4.89E-08,3
-0.06563428,-0.034235515,0.16944951,5.39E-16,2.21E-15,3.75E-08,-39.73107,9.025132,11.041298,1.91E-12,-4.49E-12,-4.13E-08,3
-0.06608844,-0.03423778,0.1710709,1.02E-14,5.1E-15,4.59E-09,-40.025127,9.235744,11.266436,2.67E-11,-1.15E-11,-5.68E-08,3
-0.06677311,-0.034238555,0.17350347,1.24E-14,-3.45E-14,7.75E-09,-40.463985,9.547759,11.601538,3.55E-11,7.04E-11,7.64E-08,3
-0.067788,-0.03423482,0.17719474,5.37E-14,4.1E-14,6.29E-08,-41.13205,10.011272,12.098345,1.53E-10,-7.96E-11,-3.18E-08,3
-0.06931951,-0.034204446,0.18269013,4.38E-13,1.84E-13,2.11E-08,-42.42693,10.692452,12.830129,1.37E-09,-3.54E-10,5.03E-08,3
-0.07161774,-0.034132358,0.19101939,-3.89E-13,5.9E-13,-5.73E-08,-44.402042,11.684687,13.900423,-1.11E-09,-1.17E-09,1.61E-08,3
-0.07506151,-0.03395704,0.20350827,9.11E-13,-9E-13,1.71E-08,-47.432594,13.107851,15.439551,2.48E-09,1.84E-09,-1.06E-08,3
-0.08022942,-0.033546038,0.22241129,9.36E-14,1.47E-12,9.03E-08,-52.670708,15.096461,17.603249,8.01E-10,-3.02E-09,1.06E-07,3
-0.087976076,-0.032640453,0.25102404,-9.81E-16,7.59E-16,5.25E-08,-61.616924,17.750418,20.526299,-2.03E-12,-1.2E-12,3.13E-09,3
-0.09130048,-0.032150164,0.26341546,6.7E-17,8.44E-17,1.06E-07,-65.92174,18.768291,21.664549,2.79E-13,-1.5E-13,-6.64E-08,3
-0.09274545,-0.033426,0.26980954,-1.14E-12,2.03E-12,1E-07,-65.63524,19.093302,22.00982,-2.85E-09,-3.56E-09,-1.03E-07,3
-0.0927701,-0.03341966,0.2699112,6.91E-14,2.91E-13,3.49E-08,-65.65611,19.107761,22.02652,1.64E-10,-5.31E-10,-5.27E-08,3
-0.09280449,-0.03340986,0.2700848,-2.4E-15,9.16E-16,4.89E-08,-65.6885,19.132088,22.051126,-6.65E-12,-1E-12,-1.28E-07,3
-0.09285966,-0.033393607,0.27031988,-2.6E-16,-3.21E-16,-2.19E-08,-65.73882,19.167324,22.08771,-5.79E-13,4.77E-13,-1.81E-07,3
-0.09294256,-0.03337058,0.27068758,4.62E-16,3.28E-16,6.78E-08,-65.81327,19.220114,22.144558,9.78E-13,-4.41E-13,-1.15E-07,3
-0.09306294,-0.03333542,0.27123287,4.19E-17,-8.06E-17,-1.01E-07,-65.9248,19.298235,22.227488,-6.57E-13,1.55E-13,-3.36E-08,3
-0.09324494,-0.033281997,0.27204224,4.34E-16,-1.23E-15,-6.47E-09,-66.094345,19.417212,22.352709,1.24E-12,2.41E-12,-4.01E-08,3
-0.09351999,-0.03320365,0.27328274,-3.54E-15,-2.5E-15,4.8E-08,-66.34513,19.594812,22.540918,-8.81E-12,4.17E-12,-7.85E-09,3
-0.09392343,-0.03308522,0.2751164,-4.94E-18,2.26E-14,-4.55E-08,-66.726654,19.85841,22.820757,7.7E-14,-4.22E-11,-1.35E-07,3
-0.09453736,-0.03290353,0.2778761,1.75E-16,-4.21E-14,6.71E-08,-67.298454,20.252037,23.23853,-3.03E-12,7.81E-11,1.62E-07,3
-0.09545594,-0.03262842,0.28202078,-1E-13,-9.37E-14,7.3E-09,-68.16163,20.837925,23.85964,-2.67E-10,1.64E-10,9.04E-08,3
-0.09683626,-0.032212924,0.28828087,-3.77E-14,1.09E-14,-6.37E-08,-69.50225,21.704472,24.77932,-7.24E-11,-2.55E-11,-1.04E-07,3
-0.09890165,-0.031572886,0.29767027,-4.6E-13,5.39E-13,2.72E-08,-71.69366,22.975006,26.131163,-1.17E-09,-1.02E-09,4.63E-08,3
-0.102004334,-0.030583475,0.31184852,-1.25E-12,-8.15E-13,-1.05E-07,-75.0444,24.81757,28.098623,-3.07E-09,1.55E-09,1.27E-08,3
-0.106656425,-0.02903307,0.33319044,5.82E-13,1.35E-12,-5.34E-08,-80.2752,27.441412,30.912403,1.27E-09,-2.58E-09,-2.71E-08,3
-0.11363747,-0.02656063,0.36553133,1.12E-15,1.39E-15,-9.03E-08,-88.69965,31.061672,34.82972,2.24E-12,-2.5E-12,8.38E-09,3
-0.11662709,-0.025432635,0.37953818,2.03E-17,-7.62E-17,4.36E-10,-92.42488,32.497234,36.404728,-1.17E-13,4.67E-13,1.77E-07,3
-0.118963145,-0.026965858,0.39112553,-2.43E-12,2.37E-12,1.08E-07,-91.76863,33.190327,37.135075,-5.72E-09,-3.95E-09,1.32E-07,3
-0.11898751,-0.026953971,0.39124218,5.63E-13,4.8E-13,-1.81E-08,-91.78754,33.20899,37.155087,1.33E-09,-8.08E-10,2.39E-07,3
-0.11902042,-0.026938409,0.39142594,-8.8E-15,1.87E-15,1.03E-08,-91.815765,33.236717,37.184067,-2.12E-11,-2.63E-12,1.12E-07,3
-0.11906942,-0.026913134,0.3917025,8.55E-17,1.28E-15,-3.52E-08,-91.855865,33.280117,37.22743,5.32E-13,-2.09E-12,3.09E-07,3
-0.11914037,-0.026874691,0.39211237,9.89E-16,6.3E-16,-4.2E-08,-91.91667,33.340435,37.294506,2.36E-12,-8E-13,-9.99E-09,3
-0.11925229,-0.026816439,0.39273065,-3.3E-16,-1.04E-15,5.21E-08,-92.0091,33.43436,37.39204,-1.18E-12,2.12E-12,1.51E-07,3
-0.11941652,-0.026732225,0.39367294,4.1E-15,-6.17E-15,-7.17E-08,-92.14871,33.57428,37.540714,9.54E-12,1.03E-11,2.54E-07,3
-0.11966736,-0.026601225,0.39504457,6.92E-16,8.54E-15,-8.27E-08,-92.35879,33.784664,37.762764,5.58E-13,-1.38E-11,-1.55E-07,3
-0.12004149,-0.026408706,0.3971272,1.55E-14,2.01E-14,5.52E-08,-92.67251,34.09718,38.094044,3.9E-11,-3.28E-11,-6.52E-08,3
-0.12059502,-0.026118232,0.40022767,-4.2E-15,9.59E-14,9.48E-09,-93.146095,34.565006,38.589294,-8.62E-12,-1.59E-10,9.76E-08,3
-0.12143488,-0.025678186,0.40489602,-8.66E-14,-3.18E-14,-6.26E-08,-93.863846,35.263535,39.328995,-2.06E-10,5.34E-11,-9.44E-08,3
